DEBUG: General     , 1659312229815> 720,692> LoggerManager.init                  > Initializing...
LOG  : Mod         , 1659312294571> 785,440> mod "BetterSortCC" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1659312294572> 785,441> mod "BetterSortCC" overrides media/lua/shared/translate/es/itemname_es.txt
LOG  : Mod         , 1659312294573> 785,441> mod "BetterSortCC" overrides media/lua/shared/translate/fr/ig_ui_fr.txt
LOG  : Mod         , 1659312294574> 785,442> mod "BetterSortCC" overrides media/lua/shared/translate/fr/itemname_fr.txt
LOG  : Mod         , 1659312294574> 785,443> mod "BetterSortCC" overrides media/lua/shared/translate/it/ig_ui_it.txt
LOG  : Mod         , 1659312294575> 785,444> mod "BetterSortCC" overrides media/lua/shared/translate/it/itemname_it.txt
LOG  : Mod         , 1659312294576> 785,445> mod "BetterSortCC" overrides media/lua/shared/translate/ko/ig_ui_ko.txt
LOG  : Mod         , 1659312294577> 785,446> mod "BetterSortCC" overrides media/lua/shared/translate/ko/itemname_ko.txt
LOG  : Mod         , 1659312294578> 785,447> mod "BetterSortCC" overrides media/lua/shared/translate/pl/ig_ui_pl.txt
LOG  : Mod         , 1659312294579> 785,447> mod "BetterSortCC" overrides media/lua/shared/translate/pl/itemname_pl.txt
LOG  : Mod         , 1659312294580> 785,448> mod "BetterSortCC" overrides media/lua/shared/translate/ptbr/ig_ui_ptbr.txt
LOG  : Mod         , 1659312294581> 785,449> mod "BetterSortCC" overrides media/lua/shared/translate/ptbr/itemname_ptbr.txt
LOG  : Mod         , 1659312294582> 785,450> mod "BetterSortCC" overrides media/lua/shared/translate/ru/ig_ui_ru.txt
LOG  : Mod         , 1659312294583> 785,452> mod "BetterSortCC" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1659312294584> 785,453> mod "BetterSortCC" overrides media/lua/shared/translate/th/ig_ui_th.txt
LOG  : Mod         , 1659312294585> 785,454> mod "BetterSortCC" overrides media/lua/shared/translate/th/itemname_th.txt
LOG  : Mod         , 1659312294586> 785,454> mod "BetterSortCC" overrides media/lua/shared/translate/tr/ig_ui_tr.txt
LOG  : Mod         , 1659312294587> 785,455> mod "BetterSortCC" overrides media/lua/shared/translate/tr/itemname_tr.txt
LOG  : Mod         , 1659312294588> 785,457> loading fuelsideindicator
LOG  : Mod         , 1659312294592> 785,460> loading Betterhandwash
LOG  : Mod         , 1659312294594> 785,463> mod "Betterhandwash" overrides media/lua/client/timedactions/iswashclothing.lua
LOG  : Mod         , 1659312294595> 785,464> mod "Betterhandwash" overrides media/lua/client/timedactions/iswashyourself.lua
LOG  : Mod         , 1659312294596> 785,465> loading EasyConfigChucked
LOG  : Mod         , 1659312294602> 785,471> mod "EasyConfigChucked" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1659312294603> 785,472> loading ExpandedHelicopterEvents
LOG  : Mod         , 1659312294655> 785,523> mod "ExpandedHelicopterEvents" overrides media/clothing/clothing.xml
LOG  : Mod         , 1659312294658> 785,527> mod "ExpandedHelicopterEvents" overrides media/clothing/clothingitems/hat_sphhelmet.xml
LOG  : Mod         , 1659312294665> 785,534> mod "ExpandedHelicopterEvents" overrides media/fileguidtable.xml
LOG  : Mod         , 1659312294685> 785,554> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/cn/contextmenu_cn.txt
LOG  : Mod         , 1659312294686> 785,555> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/cn/dynamicradio_cn.txt
LOG  : Mod         , 1659312294687> 785,556> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/cn/ig_ui_cn.txt
LOG  : Mod         , 1659312294688> 785,557> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/cn/recipes_cn.txt
LOG  : Mod         , 1659312294689> 785,558> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/cn/sandbox_cn.txt
LOG  : Mod         , 1659312294690> 785,559> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/cn/tooltip_cn.txt
LOG  : Mod         , 1659312294690> 785,559> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/cs/contextmenu_cs.txt
LOG  : Mod         , 1659312294691> 785,560> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/cs/dynamicradio_cs.txt
LOG  : Mod         , 1659312294692> 785,561> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/cs/ig_ui_cs.txt
LOG  : Mod         , 1659312294693> 785,561> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/cs/itemname_cs.txt
LOG  : Mod         , 1659312294694> 785,563> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/cs/sandbox_cs.txt
LOG  : Mod         , 1659312294695> 785,563> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/cs/tooltip_cs.txt
LOG  : Mod         , 1659312294695> 785,564> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1659312294696> 785,565> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/en/dynamicradio_en.txt
LOG  : Mod         , 1659312294697> 785,566> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1659312294698> 785,567> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1659312294699> 785,568> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1659312294700> 785,569> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1659312294701> 785,569> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1659312294701> 785,570> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1659312294702> 785,571> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/es/dynamicradio_es.txt
LOG  : Mod         , 1659312294703> 785,572> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1659312294704> 785,573> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/es/recipes_es.txt
LOG  : Mod         , 1659312294705> 785,574> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/fr/contextmenu_fr.txt
LOG  : Mod         , 1659312294706> 785,574> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/fr/dynamicradio_fr.txt
LOG  : Mod         , 1659312294707> 785,576> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/fr/ig_ui_fr.txt
LOG  : Mod         , 1659312294708> 785,577> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/fr/recipes_fr.txt
LOG  : Mod         , 1659312294709> 785,578> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/fr/sandbox_fr.txt
LOG  : Mod         , 1659312294710> 785,578> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/fr/tooltip_fr.txt
LOG  : Mod         , 1659312294710> 785,579> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/pl/contextmenu_pl.txt
LOG  : Mod         , 1659312294711> 785,580> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/pl/dynamicradio_pl.txt
LOG  : Mod         , 1659312294712> 785,580> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/pl/ig_ui_pl.txt
LOG  : Mod         , 1659312294712> 785,581> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/pl/items_pl.txt
LOG  : Mod         , 1659312294713> 785,582> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/pl/recipes_pl.txt
LOG  : Mod         , 1659312294714> 785,583> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/pl/sandbox_pl.txt
LOG  : Mod         , 1659312294715> 785,583> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/pl/tooltip_pl.txt
LOG  : Mod         , 1659312294715> 785,584> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt
LOG  : Mod         , 1659312294716> 785,585> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/ptbr/dynamicradio_ptbr.txt
LOG  : Mod         , 1659312294717> 785,586> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/ptbr/ig_ui_ptbr.txt
LOG  : Mod         , 1659312294718> 785,587> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/ptbr/recipes_ptbr.txt
LOG  : Mod         , 1659312294719> 785,588> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/ptbr/sandbox_ptbr.txt
LOG  : Mod         , 1659312294720> 785,588> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/ptbr/tooltip_ptbr.txt
LOG  : Mod         , 1659312294721> 785,590> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/ru/contextmenu_ru.txt
LOG  : Mod         , 1659312294721> 785,590> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/ru/dynamicradio_ru.txt
LOG  : Mod         , 1659312294722> 785,591> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/ru/ig_ui_ru.txt
LOG  : Mod         , 1659312294723> 785,592> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1659312294724> 785,592> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/ru/recipes_ru.txt
LOG  : Mod         , 1659312294724> 785,593> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/ru/sandbox_ru.txt
LOG  : Mod         , 1659312294725> 785,594> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/ru/tooltip_ru.txt
LOG  : Mod         , 1659312294726> 785,594> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/tr/contextmenu_tr.txt
LOG  : Mod         , 1659312294726> 785,595> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/tr/dynamicradio_tr.txt
LOG  : Mod         , 1659312294727> 785,596> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/tr/ig_ui_tr.txt
LOG  : Mod         , 1659312294729> 785,597> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/tr/recipes_tr.txt
LOG  : Mod         , 1659312294729> 785,598> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/tr/sandbox_tr.txt
LOG  : Mod         , 1659312294730> 785,599> mod "ExpandedHelicopterEvents" overrides media/lua/shared/translate/tr/tooltip_tr.txt
LOG  : Mod         , 1659312294923> 785,791> mod "ExpandedHelicopterEvents" overrides media/ui/title_lightning2.png
LOG  : Mod         , 1659312294926> 785,795> loading ItemTweakerAPI
LOG  : Mod         , 1659312294928> 785,797> loading M113_APC_by_Papa_Chad
LOG  : Mod         , 1659312294935> 785,804> mod "M113_APC_by_Papa_Chad" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1659312294947> 785,815> mod "M113_APC_by_Papa_Chad" overrides preview.png
LOG  : Mod         , 1659312294947> 785,816> loading MeguminSportscarSkin
LOG  : Mod         , 1659312294949> 785,818> mod "MeguminSportscarSkin" overrides media/textures/vehicles/vehicle_sportscarshell.png
LOG  : Mod         , 1659312294950> 785,819> mod "MeguminSportscarSkin" overrides media/textures/vehicles/vehicle_sportscar_lights.png
LOG  : Mod         , 1659312294951> 785,820> loading Military_Tool_Kit
LOG  : Mod         , 1659312294958> 785,827> mod "Military_Tool_Kit" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1659312294966> 785,835> mod "Military_Tool_Kit" overrides media/textures/vehicles/no_texture_tank.png
LOG  : Mod         , 1659312294967> 785,836> mod "Military_Tool_Kit" overrides preview.png
LOG  : Mod         , 1659312294967> 785,836> loading PornHub Van
LOG  : Mod         , 1659312294975> 785,844> mod "PornHub Van" overrides media/textures/vehicles/vehicle_vanspiffoshell.png
LOG  : Mod         , 1659312294976> 785,845> loading RepairAnyClothes
LOG  : Mod         , 1659312294981> 785,850> loading RepairAnyMod
LOG  : Mod         , 1659312294988> 785,856> loading TheWorkshop(new version)
LOG  : Mod         , 1659312295016> 785,885> mod "TheWorkshop(new version)" overrides logo_mini.png
LOG  : Mod         , 1659312295018> 785,886> mod "TheWorkshop(new version)" overrides media/fileguidtable.xml
LOG  : Mod         , 1659312295019> 785,888> mod "TheWorkshop(new version)" overrides media/lua/client/itemtweaker_core.lua
LOG  : Mod         , 1659312295024> 785,893> mod "TheWorkshop(new version)" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1659312295025> 785,894> mod "TheWorkshop(new version)" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1659312295026> 785,895> mod "TheWorkshop(new version)" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1659312295026> 785,895> mod "TheWorkshop(new version)" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1659312295027> 785,896> mod "TheWorkshop(new version)" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1659312295028> 785,897> mod "TheWorkshop(new version)" overrides media/lua/shared/translate/pl/contextmenu_pl.txt
LOG  : Mod         , 1659312295029> 785,897> mod "TheWorkshop(new version)" overrides media/lua/shared/translate/pl/itemname_pl.txt
LOG  : Mod         , 1659312295029> 785,898> mod "TheWorkshop(new version)" overrides media/lua/shared/translate/pl/recipes_pl.txt
LOG  : Mod         , 1659312295030> 785,899> mod "TheWorkshop(new version)" overrides media/lua/shared/translate/pl/tooltip_pl.txt
LOG  : Mod         , 1659312295031> 785,900> mod "TheWorkshop(new version)" overrides media/lua/shared/translate/pl/ui_pl.txt
LOG  : Mod         , 1659312295165> 786,034> mod "TheWorkshop(new version)" overrides media/textures/weapons/2handed/fireaxe.png
LOG  : Mod         , 1659312295167> 786,036> loading ScrapArmor(new version)
LOG  : Mod         , 1659312295202> 786,071> mod "ScrapArmor(new version)" overrides logo_mini.png
LOG  : Mod         , 1659312295230> 786,099> mod "ScrapArmor(new version)" overrides media/fileguidtable.xml
LOG  : Mod         , 1659312295235> 786,104> mod "ScrapArmor(new version)" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1659312295236> 786,105> mod "ScrapArmor(new version)" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1659312295237> 786,105> mod "ScrapArmor(new version)" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1659312295237> 786,106> mod "ScrapArmor(new version)" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1659312295238> 786,107> mod "ScrapArmor(new version)" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1659312295302> 786,171> mod "ScrapArmor(new version)" overrides media/sound/armorcrafting.ogg
LOG  : Mod         , 1659312295303> 786,172> mod "ScrapArmor(new version)" overrides media/sound/equipcrafting.ogg
LOG  : Mod         , 1659312295385> 786,254> mod "ScrapArmor(new version)" overrides preview.png
LOG  : Mod         , 1659312295385> 786,254> loading TrueActionsDancing
LOG  : Mod         , 1659312295467> 786,336> mod "TrueActionsDancing" overrides media/animsets/player/emote/looped.xml
LOG  : Mod         , 1659312295512> 786,381> mod "TrueActionsDancing" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1659312295513> 786,382> mod "TrueActionsDancing" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1659312295514> 786,383> mod "TrueActionsDancing" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1659312295514> 786,383> mod "TrueActionsDancing" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1659312295515> 786,384> mod "TrueActionsDancing" overrides media/lua/shared/translate/fr/ig_ui_fr.txt
LOG  : Mod         , 1659312295516> 786,385> mod "TrueActionsDancing" overrides media/lua/shared/translate/fr/itemname_fr.txt
